id,name,country,country_codes,iso,severity,population,latitude,longitude,description,french_name,spanish_name
1418,Bubia,Cameroon,CMR,bbx,Severely endangered,600,4.0204,9.2037,,bubia,bubia
897,Chickasaw,United States of America,USA,cic,Severely endangered,600,34.6000,-96.8161,"Chickasaw Nation in parts of 13 counties in south-central Oklahoma, from Byng or Happyland (near Ada) in the north, and from Davis or Ardmore in the west to Fillmore and Wapanucka in the east.",chickasaw,chicasa
1628,Desano (Brazil),Brazil,BRA,des,Definitely endangered,600,0.0878,-67.9394,,desano (Brésil),desano (Brasil)
351,Faetar,Italy,ITA,frp,Definitely endangered,600,41.3265,15.1721,Faeto and Celle San Vito in Foggia Province in Apulia; an outlying dialect of Francoprovençal not listed separately by the SIL,faetar,faetar
1668,Hixkaryána,Brazil,BRA,hix,Vulnerable,600,-0.5493,-58.5131,,hixkaryána,hixkaryana
2633,Hoava,Solomon Islands,SLB,hoa,Vulnerable,600,-8.1883,157.6036,"North Marovo lagoon, New Georgia",hoava,hoava
297,Hodi,Venezuela (Bolivarian Republic of),VEN,yau,Vulnerable,600,6.0750,-65.6323,Border of the states of Amazonas and Bolívar (Venezuela).,hodi,yuwana
753,Iñapari,Peru,PER,"inp, cuj",Critically endangered,600,-12.0822,-69.7412,"Depto. de  Madre de  Dios, cuenca del río Piedras.",iñapari,iñapari
1648,Koke,Chad,TCD,kou,Severely endangered,600,10.8575,18.1315,,koké,koke
2545,Kowiai,Indonesia,IDN,kwh,Vulnerable,600,-3.9437,134.0881,Irian Jaya,kowiai,kowiai
1236,Kuikuro,Brazil,BRA,kui,Vulnerable,600,-12.3500,-53.2100,"Estado de Mato Grosso, Município de Gaúcha do Norte.
Villages: Ipatse, main village: 281 (2008); village of Ahukugi 150; village of  Lahatuá (100); village of Asã-enkgugetoho (80, com Kalapalo); kuikuro speakers in the Yawalapiti village (50).
Other speakers live in other Upper Xingu villages (Kalapalo, Matipu, Nahukwá, Wauja, Kamayurá, Mehinaku, Aweti).",kuikuro,kuikuro
2308,Laiyolo,Indonesia,IDN,lji,Definitely endangered,600,-6.3862,120.4733,Sulawesi,Laiyolo,laiyolo
1734,Mo'da,Sudan,SDN,gbn,Critically endangered,600,6.5008,29.9377,"Southern Sudan, northwest of Mvolo on both sides of the border of Lakes and Western Equatoria provinces.",mo'da,moda
497,Northern Selkup,Russian Federation,RUS,sel,Severely endangered,600,65.7035,82.4441,"Krasnosel’kup County in Yamal Nenets Autonomous District, the northern parts of Turukhansk County in Krasnoyarsk Region and the northeastern corner of Nizhnevartovsk County in Khanty-Mansi Autonomous District",selkoupe septentrional,selcupo septentrional
2623,Penrhyn,Cook Islands,COK,pnh,Severely endangered,600,-9.0153,-158.0218,Penrhyn Island,penrhyn,penrhyn
2010,Piratapuya (Colombia),Colombia,COL,pir,Critically endangered,600,0.8333,-69.5000,En Colombia se enecuentran en el curso bajo del río Papurí (Departamento de Vaupés); en Brasil en el noroeste del estado de Amazonas,piratapuya (Colombie),pira-tapuya (Colombia)
757,Siona / Secoya (Ecuador),Ecuador,ECU,"sey, snn",Severely endangered,600,-0.0659,-76.3989,"Ecuador:  Sucumbíos province, Putumayo county, Puerto Bolívar parish; some people are also in the counties of Shushufindi and San Roque. In spite of their bilingualism, Sionas and Secoyas still maintain their ancestral traditions and ceremonies.",paicoca /secoya (Équateur),siona / secoya (Ecuador)
716,Sonsorol,Palau,PLW,sov,Severely endangered,600,7.4278,134.5495,Palau Islands,sonsorol,sonsorol
2627,Teanu,Solomon Islands,SLB,tkw,Definitely endangered,600,-11.6219,166.9633,Vanikoro,teanu,teanu
1912,Yaminahua (Brazil),Brazil,BRA,yaa,Vulnerable,600,-10.6606,-69.6972,,yaminawa (Brésil),yaminahua (Brasil)
568,Andoke,Colombia,COL,ano,Severely endangered,597,-0.7690,-72.2351,"Aduche River (Araracuara region), near the middle course of the Caquetá","andoque, 'Gens de la Hache'",andoque
980,Southern Tlapanec,Mexico,MEX,,Severely endangered,592,16.7325,-98.6034,Municipality of Azoyú in the state of Guerrero,tlapanèque méridional,tlapaneco meridional
2497,Orowe,New Caledonia (France),NCL,bpk,Definitely endangered,587,-21.4223,165.4678,Bourail,ôrôê,orowe
633,Mosetén,Bolivia (Plurinational State of),BOL,cas,Severely endangered,585,-15.4113,-67.5000,"Mosetén: Covendo, Santa Ana and Muchanes in the Upper Beni valley (Yungas area of the department of La Paz).",mosetén,mosetenan
2251,Chatong,Lao People's Democratic Republic,LAO,,Definitely endangered,580,15.6500,107.1166,,chatong,chatong
715,Norfolk-Pitcairn (Norfolk),Norfolk Island (Australia),NFK,pih,Definitely endangered,580,-29.0225,167.9425,Norfolk Island,pitkern-norfolk (Norfolk),pitcairn-norfolk (Norfolk)
2361,Nunatsiavummiutut,Canada,CAN,ike,Definitely endangered,575,56.5320,-61.7408,Spread over 7 communities in Canada,nunatsiavummiutut,nunatsiavummiutut
2379,Shuswap,Canada,CAN,shs,Definitely endangered,570,51.7886,-122.2286,Spread over 28 communities in Canada,shuswap,chusvapo
2500,Xaragure,New Caledonia (France),NCL,axx,Vulnerable,566,-21.8054,166.4964,Thio,xârâgurè,xaragure
1872,Tapirapé,Brazil,BRA,taf,Vulnerable,564,-10.6606,-50.4602,,tapirapé,tapirapé
1355,Lacandón,Mexico,MEX,lac,Critically endangered,563,16.7060,-91.0641,"Municipality of Ocosingo, state of Chiapas",lacandon,lacandón
952,Zapotec of Zimatlán de Álvarez,Mexico,MEX,,Definitely endangered,562,16.8666,-96.7833,"Zimatlán de Álvarez, state of Oaxaca",zapotèque de Zimatlán de Álvarez,zapoteco de Zimatlán de Álvarez
800,Chilcotin,Canada,CAN,clc,Definitely endangered,560,52.0310,-123.1678,Spread over 13 communities in Canada,chilcotin,chilcotín
1952,Chácobo,Bolivia (Plurinational State of),BOL,cao,Definitely endangered,550,-11.3454,-65.8135,,chácobo,chácobo
2631,Gao,Solomon Islands,SLB,gga,Vulnerable,550,-8.3514,159.8167,Southeastern Santa Isabel,gao,gao
1660,Geme,Central African Republic,CAF,geq,Critically endangered,550,8.4941,20.6378,,gemé,gueme
2678,Karore,Papua New Guinea,PNG,xkx,Vulnerable,550,-6.1542,149.8205,"Kandrian District, West New Britain",karore,karore
2001,Yuhup (Colombia),Colombia,COL,yab,Definitely endangered,550,-0.5493,-69.9169,,yuhup (Colombie),yuhupo (Colombia)
982,Western Tlapanec,Mexico,MEX,,Vulnerable,549,17.4101,-99.2423,Municipality of Quechutenango in the state of Guerrero,tlapanèque occidental,tlapaneco occidental
1048,Hinukh,Russian Federation,RUS,gin,Definitely endangered,548,42.1801,45.9770,"the village of Ginukh in Tsunta County, and by an immigrant community in the village of Monastyrskoye in Kizlyar County, in the Republic of Daghestan",hinukh,hinuj
2656,Anuki,Papua New Guinea,PNG,aui,Definitely endangered,542,-9.6522,149.7656,"Arould Tapiosan, Cape Vogel, Milne Bay Province",anuki,anuki
1294,Imeraguen,Mauritania,MRT,ime,Definitely endangered,534,18.9166,-15.9960,"The language is used  in the region near Nouakchout, the area stretching from Cape Timiris to Nouadhibou The language is a combination of a variety of Hassaniyya  with an Azer (Soninke) base. The language is mainly associated with the Oulad Bou Sba who are reported to be remnants of the Bafours.",imeraguen,imeraguén
1122,Narpa,Nepal,NPL,npa,Definitely endangered,533,28.7315,84.2610,’Nar and Phu valleys,narpa,narpú
1357,Akatek (Mexico),Mexico,MEX,knj,Vulnerable,532,16.7823,-93.1061,"Municipality of Champotón, state of Campeche; Municipalities of Frontera Comalapa and La Trinitaria, state of Chiapas; Municipality of Othon P. Blanco in Quintana Roo",acatèque (Mexique),canjobalés occidental (México)
2354,Naskapi,Canada,CAN,nsk,Vulnerable,525,54.9030,-66.8020,Spread over 1 communities in Canada,naskapi,naskapí
1038,Archi,Russian Federation,RUS,aqc,Definitely endangered,524,41.9839,46.8127,the village of Archi (Archib) in Charoda County in the Republic of Daghestan,archi,archi
647,Yawanawá,Brazil,BRA,ywn,Vulnerable,519,-10.8333,-70.0927,,yawanawá,yawanawá
1175,Raute,Nepal,NPL,rau,Severely endangered,518,28.9744,80.7969,"Formerly nomadic, now resettled in Ḍãḍeldhurā and Dailekh districts.",raute,raute
1080,Seri,Mexico,MEX,sei,Vulnerable,518,29.2333,-112.2000,Municipalities of Hermosillo and Pitiquito in the state of Sonora,seri,seri
1267,Western Popoloc,Mexico,MEX,pow,Severely endangered,516,18.4141,-98.0176,"Municipalities of Santa Inés Ahuatempan and San Felipe Otlaltepec, state of Puebla",popoloc occidental,popoloca occidental
872,Yaqui (United States of America),United States of America,USA,yaq,Definitely endangered,510,32.1158,-111.0638,,yaki (États-Unis d'Amérique),yaqui (Estados Unidos)
1451,Kalapalo,Brazil,BRA,kui,Vulnerable,506,-12.1574,-53.2521,"Estado de Mato Grosso, Município de Querência; villages Aiha, Tanguro, Asã-inkgugetoho.",kalapalo,kalapalo
491,Nganasan,Russian Federation,RUS,nio,Severely endangered,505,72.8160,91.5820,"originally central Taymyr, the regions of the Pyasina and Taymyra river systems, now largely concentrated in the villages of Ust’-Avam and Volochanka in Dudinka County and Novaya in Khatanga County in the former Taymyr (Dolgan and Nenets) Autonomous District; a group of approximately 100 people continue to lead a semi-nomadic life in the region of the river Dudypta near Ust’-Avam",nganassan,enganasán
2719,Jakaltek (Mexico),Mexico,MEX,jai,Severely endangered,504,16.3137,-93.2084,"Small communities in the vicinity of Ciudad Cuautémoc, State of Chiapas",jacaltèque (Mexique),jacalteko (México)
951,Zapotec of San Antonino el Alto,Mexico,MEX,,Definitely endangered,504,16.8166,-97.0333,"San Antonino el Alto, state of Oaxaca",zapotèque de San Antonio el Alto,zapoteco de San Antonino el Alto
550,Purum,India,IND,,Critically endangered,503,24.3521,93.5925,,purum,purum
546,Aheu,Lao People's Democratic Republic,LAO,thm,Definitely endangered,500,18.4333,104.5000,,aheu,phon sung
752,Amahuaca,Peru,PER,amc,Severely endangered,500,-10.8764,-72.2900,"Departamento de  Ucayali, provincias de   Atalaya y Purús, distrito de Raimondi y Yurúa; departamento de  Madre de  Dios, provincia de  Tambopata, distrito de Las Piedras.",amahuaca,amahuaca
86,Anfillo,Ethiopia,ETH,myo,Critically endangered,500,8.5049,34.7415,,anfillo,anfillo
1514,Arbanasi,Croatia,HRV,,Severely endangered,500,44.0994,15.2545,Arbanasi in Zadar (Zara); an outlying dialect of (Gheg) Albanian not listed at all by the SIL,arbanasi,arbanasi
681,Baniva,Venezuela (Bolivarian Republic of),VEN,bvv,Severely endangered,500,2.8333,-67.5219,"Moroa and San Fernando de Atibapo. Puerto Ayacucho (Territorio de Amazonas, Venezuela).",baniva,baniva
2169,Bataan Ayta,Philippines,PHL,ayt,Definitely endangered,500,14.4324,120.4788,,ayta du Bataan,ayta de Bataan
1041,Bats,Georgia,GEO,bbl,Severely endangered,500,42.0982,45.0878,the village of Zemo-Alvani in Akhmeta County,bats,bácico
965,Black Mountain,Bhutan,BTN,ole,Definitely endangered,500,27.1955,90.4300,"Black Mountains of central Bhutan.
Villages: Riti, Rukha, Cungseng, Berti, Wangling, Jangbi and Phumz'ur",olekha,monpa
2615,Busoa,Indonesia,IDN,bup,Vulnerable,500,-5.5722,122.6074,"Southwest coast of Buton Island, Sulawesi",busoa,busoa
1004,Chong,"Cambodia, Thailand","KHM, THA",cog,Severely endangered,500,12.9506,102.0374,,chong,chong
43,Domaaki,Pakistan,PAK,dmk,Severely endangered,500,36.0979,73.9627,"Mominabad village, Gilgit District; Hunza valley,  Northern Areas of Pakistan.",domaaki,domakí
522,Ganan,Myanmar,MMR,,Severely endangered,500,24.2317,95.3778,,ganan,ganan
1032,Havasupai,United States of America,USA,yuf,Definitely endangered,500,36.2429,-112.6897,"The village of Supai in Havasu Canyon, at the western end of the Grand Canyon.",havasupai,havasupái
1007,Kensiw (Thailand),Thailand,THA,kns,Severely endangered,500,7.1712,99.7915,,kensiw (Thaïlande),kensiu (Tailandia)
2206,Khmin,China,CHN,bgk,Vulnerable,500,22.0469,100.8065,"Ban Met Noy; others in Ban Met Luong, Ban Hat Long, Ban Ko Niu",khmin,bit
1050,Khvarshi,Russian Federation,RUS,khv,Definitely endangered,500,42.3417,46.1212,the village of Khvarshi in Tsumada County in the Republic of Daghestan,khvarshi,javarsí
2487,Kundal Shahi,"India, Pakistan","IND, PAK",,Definitely endangered,500,34.5500,73.8833,village of Kundal Shahi in the Neelam Valley,kundal shahi,kundalshahi
2242,Laghuu,Viet Nam,VNM,lgh,Definitely endangered,500,23.6166,105.6833,,laghuu,laopán
532,Laha (Lao Cai),Viet Nam,VNM,lha,Definitely endangered,500,22.0333,103.7500,,laha (Lào Cai),laha (Lao Cai)
2197,Laha (Son La),Viet Nam,VNM,lha,Definitely endangered,500,21.4666,103.7500,,laha (Son La),laha (Son La)
1404,Langa,Cameroon,CMR,,Severely endangered,500,6.5404,11.6427,,langa,langa
2682,Laxudumau,Papua New Guinea,PNG,,Vulnerable,500,-2.8922,151.2467,"Village of Lakudumau (or Lakuramau), central east coast of New Ireland Province",laxudumau,laxudumau
1394,Majera,Cameroon,CMR,xmj,Critically endangered,500,11.3231,14.9839,,majera,mayera
772,Maliseet-Passamaquoddy,United States of America,USA,pqm,Severely endangered,500,44.9572,-67.0496,"Communities in the United States are in Pleasant Point and Indian Township, Maine; a few speakers live in Old Town, Maine and Bridgeport, Connecticut.",maliseet-passamaquoddy,malesí-openango
1543,Mikasuki,United States of America,USA,mik,Vulnerable,500,26.3202,-80.9877,"Spoken in Florida by members of the Miccosukee Tribe (with four  small reservations in Southwest Miami-Dade County, including Tamiami Trail, Alligator Alley and two on Krome Avenue) and  the Seminole Tribe (with five  reservation, with Mikasuki spoken at four: the  Big Cypress, Immokalee, Hollywood, and Tampa reservations. (Creek [the Florida Seminole dialect] is dominant at the 
Brighton Reservation.)",mikasuki,mikasuki
1299,Mlomp,Senegal,SEN,mlo,Critically endangered,500,12.7421,-16.4904,,mlomp,mlomp
2560,Onin,Indonesia,IDN,oni,Vulnerable,500,-2.9745,132.2383,Irian Jaya,onin,onin
2561,Ormu,Indonesia,IDN,orz,Vulnerable,500,-2.5136,140.6675,Irian Jaya,ormu,ormu
306,Palikur (French Guyana),French Guiana (France),GUF,plu,Severely endangered,500,3.9080,-51.9873,On the lower Oyapock River in French Guyana and in Amapá territory (Brazil).,palikur (Guyane Française),palikur (Guayana Francesa)
1918,Pemon (Brazil),Brazil,BRA,aoc,Vulnerable,500,4.6640,-60.2160,,pemon (Brésil),pemón (Brasil)
996,Quechua of Chachapoyas,Peru,PER,quk,Critically endangered,500,-6.2606,-77.7722,"Area of Chachapoyas in the department of Amazonas, Peru.",quechua de Chachapoyas,quechua de Chachapoyas
2449,Samatu,China,CHN,,Critically endangered,500,24.2105,98.9655,,samatu,samatu
1163,Seke,Nepal,NPL,skj,Vulnerable,500,28.9282,83.8249,Kālī Gaṇḍakī river valley,seke,seke
2056,Siona / Secoya (Colombia),Colombia,COL,"sey, snn",Critically endangered,500,0.4930,-76.2464,"Departamento del Putumayo. Municipios de Puerto Asis y Puerto Leguizamo, orilla izquierda del río Putumayo. En Ecuador en la Provincia de Sucumbíos y en Perú en el Departamento de Loreto.",siona / secoya (Colombie),siona / secoya (Colombia)
414,South Saami,"Norway, Sweden","NOR, SWE",sma,Severely endangered,500,64.2063,13.4802,"Vilhelmina County and parts of neigbouring counties in Västerbotten Province (Åsele Lappmark), Strömsund, Krokom, Åre, Berg and Härjedalen counties in Jämtland Province, and Idre region in Älvdalen County in Dalarna Province, Sweden; southern parts (up till Rana) in Nordland Province, many parts of Nord-Trøndelag and Sør-Trøndelag provinces and Engerdal region in Hedmark Province, Norway",saami méridional,saamí meridional
2567,Taikat,Indonesia,IDN,aos,Definitely endangered,500,-2.8429,140.8460,Irian Jaya,taikat,taikat
2319,Taloki,Indonesia,IDN,tlk,Definitely endangered,500,-4.5928,122.8628,Sulawesi,taloki,taloki
1644,Tamki,Chad,TCD,tax,Critically endangered,500,11.4800,18.2125,,temki,tamki
1866,Tawahka,Honduras,HND,sum,Severely endangered,500,15.3602,-85.1373,"Banks of Patuca river, Gracias a Dios dept; part of Olancho dept.",tawahka,tawahka
1003,Thavung (Thailand),Thailand,THA,thm,Severely endangered,500,17.3168,103.5142,,thavung (Thaïlande),thavung (Tailandia)
2322,Tomadino,Indonesia,IDN,tdi,Definitely endangered,500,-2.5836,121.9729,Sulawesi,tomadino,tomadino
2619,Toratán,Indonesia,IDN,rth,Definitely endangered,500,1.0354,124.7985,"Northestern section of the northern penincula, Sulawesi",ratahan,ratahan
520,Chawte,Myanmar,MMR,,Definitely endangered,200,24.1918,94.2736,,chawte,chote naga
1292,Tunisian Judeo-Arabic (Tunisia),Tunisia,TUN,ajt,Critically endangered,500,33.8795,10.0634,Spoken mainly in Tunis. The other jewish community of Tunisia is in Djerba where the language is Tamazight (Djerbi),judéo-arabe tunisien (Tunisie),judeo-árabe tunecino (Túnez)
1890,Ulwa,Nicaragua,NIC,,Severely endangered,500,12.8894,-83.5779,Community of Karawala in Regiones Autónomas del Sur,ulwa,sumo
1472,"Ute (Colorado, Ute Mountain)",United States of America,USA,ute,Severely endangered,500,37.2105,-108.7223,Ute Mountain Ute,"ute (Colorado, Ute des montagnes)","uté (Colorado, uté de montaña)"
237,Walmajarri,Australia,AUS,wmt,Definitely endangered,500,-19.9939,125.5297,,walmatjari,walmajarri
321,Warekena (Venezuela),Venezuela (Bolivarian Republic of),VEN,gae,Severely endangered,500,2.5479,-67.2802,"Southwest of the State of Amazonas (Venezuela), near the Guainía river. Also speakers in Brazil.",warekana (République bolivarienne du Venezuela),guarequena (Venezuela)
64,Boguru,"Democratic Republic of the Congo, Sudan","ZAI, SDN",bqu,Critically endangered,494,4.3902,29.2016,,boguru,boguru
1937,Pukobyê,Brazil,BRA,gvp,Vulnerable,494,-5.3316,-46.7138,,pukobyê,gavião pukobiê
2255,Swoeng,Lao People's Democratic Republic,LAO,,Definitely endangered,492,15.3333,106.7500,,swoeng,swoeng
1730,Wali,Sudan,SDN,wll,Critically endangered,487,11.9372,29.3005,,wali,wali
1667,Gavião do Pará,Brazil,BRA,gvp,Vulnerable,476,-5.1784,-48.9990,,gavião du Pará,gavião do Para
2352,Malecite,"Canada, United States of America","CAN, USA",pqm,Definitely endangered,475,46.8023,-67.6686,Spread over 6 communities in Canada,malécite,malesí
1915,Ninam (Brazil),Brazil,BRA,shb,Vulnerable,466,3.1185,-62.9736,,ninam (Brésil),ninam (Brasil)
1626,Zoró,Brazil,BRA,gvo,Vulnerable,464,-10.9519,-61.0729,"Zoró and Gavião are slightly different dialects of the same language, being closer to each other than either is to Aruá and Cinta Larga, which are also mutually intelligible",zoró,zoró
1917,Sanema (Brazil),Brazil,BRA,xsu,Vulnerable,462,2.8113,-63.0615,,sanema (Brésil),sanemá
935,Ixtenco Otomí,Mexico,MEX,otz,Severely endangered,461,19.2495,-97.8943,"Ixtenco, state of Tlaxcala",otomí d'Ixtenco,otomí de Ixtenco
1533,Ottawa (Michigan),United States of America,USA,otw,Critically endangered,459,43.5971,-84.7752,"Manitoulin Island, Ontario; Walpole Island, Ontario; Mount Pleasant, Michigan and other reserves in Ontario and Michigan.",ottawa (Michigan),oyibua odahua (Míchigan)
1756,Kanela Apaniekra,Brazil,BRA,ram,Vulnerable,458,-6.2716,-46.1865,,canela apaniekra,canela apaniekra
2347,Satawal,Micronesia (Federated States of),FSM,stw,Severely endangered,458,7.3406,147.0410,"Satawal Island, Caroline Islands",satawal,satawalés
956,Chatino of Zacatepec,Mexico,MEX,ctz,Definitely endangered,453,16.1333,-97.3500,Locality of San Marcos Zacatepec,chatino de Zacatepec,chatino de Zacatepeco
2527,Demisa,Indonesia,IDN,dei,Definitely endangered,450,-2.7016,136.6699,Irian Jaya,demisa,demisa
899,Koasati (Louisiana),United States of America,USA,cku,Definitely endangered,450,30.4855,-92.8494,"The Coushatta Tribe of Louisiana (living near Elton, in Allen Parish); the Alabama-Coushatta Indian Reservation near Livingston, Texas. Until recently there were speakers of Koasati among the  members of the Alabama-Quassarte Tribe in Okfuskee County, Oklahoma.",koasati (Louisiane),koasati (Luisiana)
1544,Koasati (Texas),United States of America,USA,cku,Definitely endangered,450,30.7155,-94.6965,"The Coushatta Tribe of Louisiana (living near Elton, in Allen Parish); the Alabama-Coushatta Indian Reservation near Livingston, Texas. Until recently there were speakers of Koasati among the  members of the Alabama-Quassarte Tribe in Okfuskee County, Oklahoma.",koasati (Texas),koasati (Texas)
730,Nanti,Peru,PER,cox,Vulnerable,450,-11.6629,-72.6965,"Departamento de  Cusco, cuenca  de río Urubamba, Camisea  y Timpía. Aldeas de  Montetoni, Malanksejari",nanti,cogapacorí
82,Shabo,Ethiopia,ETH,sbf,Severely endangered,450,7.3270,35.2935,,shabo,shabo
750,Sharanahua,Peru,PER,mcd,Severely endangered,450,-10.3365,-70.9277,"Depto. de  Ucayali,  cuenca del río Alto Purús, aldea de  Gastabala, entre  otras.",sharanahua,sharanahua
653,Siona  Secoya (Peru),Peru,PER,"sey, snn",Definitely endangered,450,-0.5712,-74.8828,"According to Wilson López the Secoya people in Peru are actually located by the Yaricaya, Angusillas and Yibineto rivers (towards the Putumayo river). A smaller group lives towards the Napo river on the Huajoya river.",siona  secoya (Pérou),siona  secoya (Perú)
2653,Tolomako,Vanuatu,VUT,tlm,Definitely endangered,450,-15.1834,166.8438,"Big Bay, Santo Island",tolomako,tolomako
1820,Enawenê-Nawê,Brazil,BRA,unk,Vulnerable,445,-12.5223,-59.7656,"The group lives in Indigenous Lands Enawê-Nawê , north-western Mato Grosso State, 1 big village near the Iquê River, a tributary of the Juruena River - Brazil.",enawenê-nawê,salumá
1029,Valle Nacional Chinantec,Mexico,MEX,cvn,Definitely endangered,442,17.7747,-96.3034,"Locality of San Mateo Yetla (and others with fewer speakers) in the municipality of Valle Nacional, state of Oaxaca",chinantèque de Valle Nacional,chinanteco de Valle Nacional
598,Gavião de Rondônia,Brazil,BRA,gvo,Vulnerable,436,-10.4445,-61.6992,"one of the four dialects of one language, Gavião, Zoró, Cinta-Larga, Aruá",gavião du Rondônia,gavião de Rondônia
1500,Tabasco Náhuatl,Mexico,MEX,nhk,Critically endangered,434,18.0026,-93.3722,Municipalities of Cárdenas and Comalcalco in the state of Tabasco,náhuatl de Tabasco,nahua de Tabasco
2703,Sera,Papua New Guinea,PNG,sry,Severely endangered,432,-3.0033,141.9158,"Coastal, Sandaun (West Sepik) Province",sera,sera
1921,Yecuana (Brazil),Brazil,BRA,mch,Vulnerable,430,2.8552,-63.3251,,yecuana (Brésil),ye'cuana (Brasil)
1331,Alabugat Tatar,Russian Federation,RUS,,Definitely endangered,422,45.4447,47.0324,the village of Severnyy at the station of Ulan-Khol in Lagan’ County in the Kalmyk Republic; an outlying dialect of Nogay not listed at all by the SIL,tatar alabugat,alabugat
950,"Zapotec of the Southern mountains, eastern lowlands",Mexico,MEX,,Definitely endangered,420,16.2000,-96.7000,"Locality of San Miguel Coatlán, state of Oaxaca","zapotèque des montagnes du sud, basses terres orientales","zapoteco de la sierra sur, llanura oriental"
931,Western Otomí,Mexico,MEX,,Severely endangered,415,19.4335,-100.3456,Zitácuaro (state of Michoacán),otomí occidental,otomí occidental
282,Moose Cree,Canada,CAN,crm,Vulnerable,405,52.2827,-81.6276,Spread over 6 communities in Canada,cree de Moose,clisteno moose
937,Tlahuica,Mexico,MEX,ocu,Severely endangered,405,18.9664,-99.4137,"San Juan Atzingo in the municipality of Ocuilan, state of Mexico",tlahuica,tlahuica
2673,Kaki Ae,Papua New Guinea,PNG,tbd,Vulnerable,266,-7.9653,145.7858,"Southeast of Kerema, Gulf Province",kaki ae,tate
616,Katukina do Acre,Brazil,BRA,knt,Severely endangered,404,-6.4899,-69.2578,"The group lives in the indigenous lands Rio Gregório, Tarauacá Municipality;  in the indigenous lands Rio Campinas, Tarauacá and Ipixuna municipalities, Upper Juruá River region, Acre State - Brazil.
Pano linguistic family",katukina de l'Acre,catuquina del Acre
2264,Abai Sungai,Malaysia,MYS,abf,Definitely endangered,400,5.5870,118.3695,"Sabah, Malaysia",abai sungai,abai sungai
1999,Barasana (Colombia),Colombia,COL,bsn,Critically endangered,400,0.0769,-70.3894,"En Colombia en el río Pirá-Paraná, Caño Colorado, Caño Tatú y el Caño Piedra (Departamento del Vaupés). En Brasil noroeste del estado de Amazonas.",barasana (Colombie),barasana (Colombia)
1403,Beezen,Cameroon,CMR,bnz,Severely endangered,400,6.7518,10.0744,,beezen,beezen
66,Buga,Sudan,SDN,myj,Critically endangered,400,8.2495,25.7574,,buga,mangayat
1456,Cheyenne (Oklahoma),United States of America,USA,chy,Severely endangered,400,35.6022,-97.9766,,cheyenne (Oklahoma),cheyén (Oklahoma)
1345,Cimbrian,Italy,ITA,cim,Definitely endangered,400,45.8670,11.4268,vigorously spoken in Luserna (Lusern) in Trento Province; disappearing in Giazza (Ljetzan) in Verona Province and in Roana (Rowan) in Vicenza Province; recently extinct in several other locations in the region; an outlying dialect of Bavarian,cimbre,cimbriano
10,Cobiana,"Guinea-Bissau, Senegal","GNB, SEN",kcj,Critically endangered,400,12.4017,-16.3229,Also spoken in Guinea-Bissau.,kobiana,kobiana
449,Dagur (Amur),China,CHN,dta,Critically endangered,400,49.5252,127.5402,the Aihui region of Heilongjiang Province,dagour (Amour),daguro (Amur)
101,Dahalo,Kenya,KEN,dal,Severely endangered,400,-2.2625,40.7537,Near of the mouth of the Tana river.,dahalo,sanye
293,Émérillon,French Guiana (France),GUF,eme,Severely endangered,400,2.8991,-52.8881,Upper Maroni and Upper Oyapock,émérillon,emerilón
671,Gagauz (Maritime),"Bulgaria, Romania","BGR, ROU","bgx, gag",Severely endangered,400,43.2932,27.9602,"the coastal region to the north of, and inland from, Varna in Bulgaria, which represents the original Gagauz territory",gagaouze balkanique,gagauso (marítimo)
1415,Hijuk,Cameroon,CMR,hij,Critically endangered,400,4.2861,10.4919,,hijuk,hijuk
1821,Hobyot,"Oman, Yemen","OMN, YEM",hoh,Severely endangered,400,16.6388,53.0612,"The language is lspoken by Hobyot people and some members of 'Mahra' tribes . It is located in the far-east of Mahra in Yemen,  and in the far-west of Dhofar in Oman,  in  a very narrow and short strip on the border, from the coast into the mountain . In Yemen, from the villages of Hawf and Rehen (but no Hobyot native speakers in Jadib) , on about 12 km into  the mountain overlooking Hawf (and far below Haberut). On th eslopes of the mountains, they rear camels, cows and goats, and cultivate some vegetables and millet, they collect honey. On the coast they are fishermen, some are civil servants.",hobyot,hobioto
359,Inari Saami,Finland,FIN,smn,Severely endangered,400,68.8446,27.2817,central Inari County of Lapland Province,saami inari,saamí de Inari
363,Istriot,Croatia,HRV,ist,Severely endangered,400,45.0541,13.7246,"the towns of Rovinj (Rovigno), Vodnjan (Dignano), Bale (Valle), Fažana (Fasana), Galižana (Gallesano) and Šišan (Sissano) in the southwest of the Istrian peninsula",istriot,istriano
2305,Kalao,Indonesia,IDN,kly,Definitely endangered,400,-7.3134,121.0034,Sulawesi,kalao,kalao
1510,Kamaiurá,Brazil,BRA,kay,Vulnerable,400,-12.1655,-53.4292,Terra Indígena do Xingu - Alto Xingu - Estado de Mato Grosso - Brazil,kamaiurá,kamayurá
769,Kickapoo (Kansas),United States of America,USA,kic,Severely endangered,400,39.6972,-95.7089,,kickapoo (Kansas),quicapú (Kansas)
1527,Kickapoo (Oklahoma),United States of America,USA,kic,Severely endangered,400,35.4245,-97.0713,,kickapoo (Oklahoma),quicapú (Oklahoma)
1528,Kickapoo (Texas),United States of America,USA,kic,Severely endangered,400,28.6147,-100.4386,,kickapoo (Texas),quicapú (Texas)
